requirement_id,requirement_name,coverage_threshold,original_constr_name,description
R000479,Customer_Requirement_479,12,c479,Customer requirement 479
R000480,Customer_Requirement_480,7,c480,Customer requirement 480
R000481,Customer_Requirement_481,10,c481,Customer requirement 481
R000482,Customer_Requirement_482,-6,c482,Customer requirement 482
R000483,Customer_Requirement_483,7,c483,Customer requirement 483
R000484,Customer_Requirement_484,11,c484,Customer requirement 484
R000485,Customer_Requirement_485,1,c485,Customer requirement 485
R000486,Customer_Requirement_486,6,c486,Customer requirement 486
R000487,Customer_Requirement_487,10,c487,Customer requirement 487
R000488,Customer_Requirement_488,2,c488,Customer requirement 488
R000489,Customer_Requirement_489,-6,c489,Customer requirement 489
R000490,Customer_Requirement_490,4,c490,Customer requirement 490
R000491,Customer_Requirement_491,12,c491,Customer requirement 491
R000492,Customer_Requirement_492,18,c492,Customer requirement 492
R000493,Customer_Requirement_493,21,c493,Customer requirement 493
R000494,Customer_Requirement_494,2,c494,Customer requirement 494
R000495,Customer_Requirement_495,6,c495,Customer requirement 495
R000496,Customer_Requirement_496,-2,c496,Customer requirement 496
R000497,Customer_Requirement_497,8,c497,Customer requirement 497
R000498,Customer_Requirement_498,22,c498,Customer requirement 498
R000499,Customer_Requirement_499,-3,c499,Customer requirement 499
R000500,Customer_Requirement_500,5,c500,Customer requirement 500
R000501,Customer_Requirement_501,13,c501,Customer requirement 501
R000502,Customer_Requirement_502,-7,c502,Customer requirement 502
R000503,Customer_Requirement_503,10,c503,Customer requirement 503
R000504,Customer_Requirement_504,16,c504,Customer requirement 504
R000505,Customer_Requirement_505,-5,c505,Customer requirement 505
R000506,Customer_Requirement_506,7,c506,Customer requirement 506
R000507,Customer_Requirement_507,-7,c507,Customer requirement 507
R000508,Customer_Requirement_508,6,c508,Customer requirement 508
R000509,Customer_Requirement_509,24,c509,Customer requirement 509
R000510,Customer_Requirement_510,23,c510,Customer requirement 510
R000511,Customer_Requirement_511,13,c511,Customer requirement 511
R000512,Customer_Requirement_512,7,c512,Customer requirement 512
R000513,Customer_Requirement_513,8,c513,Customer requirement 513
R000514,Customer_Requirement_514,8,c514,Customer requirement 514
R000515,Customer_Requirement_515,0,c515,Customer requirement 515
R000516,Customer_Requirement_516,4,c516,Customer requirement 516
R000517,Customer_Requirement_517,12,c517,Customer requirement 517
R000518,Customer_Requirement_518,2,c518,Customer requirement 518
R000519,Customer_Requirement_519,14,c519,Customer requirement 519
R000520,Customer_Requirement_520,20,c520,Customer requirement 520
R000521,Customer_Requirement_521,13,c521,Customer requirement 521
R000522,Customer_Requirement_522,13,c522,Customer requirement 522
R000523,Customer_Requirement_523,7,c523,Customer requirement 523
R000524,Customer_Requirement_524,12,c524,Customer requirement 524
R000525,Customer_Requirement_525,9,c525,Customer requirement 525
R000526,Customer_Requirement_526,12,c526,Customer requirement 526
R000527,Customer_Requirement_527,5,c527,Customer requirement 527
R000528,Customer_Requirement_528,19,c528,Customer requirement 528
R000529,Customer_Requirement_529,12,c529,Customer requirement 529
R000530,Customer_Requirement_530,7,c530,Customer requirement 530
R000531,Customer_Requirement_531,9,c531,Customer requirement 531
R000532,Customer_Requirement_532,4,c532,Customer requirement 532
R000533,Customer_Requirement_533,3,c533,Customer requirement 533
R000534,Customer_Requirement_534,10,c534,Customer requirement 534
R000535,Customer_Requirement_535,4,c535,Customer requirement 535
R000536,Customer_Requirement_536,4,c536,Customer requirement 536
R000537,Customer_Requirement_537,24,c537,Customer requirement 537
R000538,Customer_Requirement_538,24,c538,Customer requirement 538
R000539,Customer_Requirement_539,5,c539,Customer requirement 539
R000540,Customer_Requirement_540,4,c540,Customer requirement 540
R000541,Customer_Requirement_541,10,c541,Customer requirement 541
R000542,Customer_Requirement_542,-7,c542,Customer requirement 542
R000543,Customer_Requirement_543,21,c543,Customer requirement 543
R000544,Customer_Requirement_544,7,c544,Customer requirement 544
R000545,Customer_Requirement_545,-3,c545,Customer requirement 545
R000546,Customer_Requirement_546,-9,c546,Customer requirement 546
R000547,Customer_Requirement_547,16,c547,Customer requirement 547
R000548,Customer_Requirement_548,22,c548,Customer requirement 548
R000549,Customer_Requirement_549,-8,c549,Customer requirement 549
R000550,Customer_Requirement_550,7,c550,Customer requirement 550
R000551,Customer_Requirement_551,14,c551,Customer requirement 551
R000552,Customer_Requirement_552,11,c552,Customer requirement 552
R000553,Customer_Requirement_553,14,c553,Customer requirement 553
R000554,Customer_Requirement_554,-2,c554,Customer requirement 554
R000555,Customer_Requirement_555,10,c555,Customer requirement 555
R000556,Customer_Requirement_556,9,c556,Customer requirement 556
R000557,Customer_Requirement_557,9,c557,Customer requirement 557
R000558,Customer_Requirement_558,17,c558,Customer requirement 558
R000559,Customer_Requirement_559,19,c559,Customer requirement 559
R000560,Customer_Requirement_560,4,c560,Customer requirement 560
R000561,Customer_Requirement_561,23,c561,Customer requirement 561
R000562,Customer_Requirement_562,8,c562,Customer requirement 562
R000563,Customer_Requirement_563,-4,c563,Customer requirement 563
R000564,Customer_Requirement_564,12,c564,Customer requirement 564
R000565,Customer_Requirement_565,5,c565,Customer requirement 565
R000566,Customer_Requirement_566,14,c566,Customer requirement 566
R000567,Customer_Requirement_567,9,c567,Customer requirement 567
R000568,Customer_Requirement_568,8,c568,Customer requirement 568
R000569,Customer_Requirement_569,-4,c569,Customer requirement 569
R000570,Customer_Requirement_570,-9,c570,Customer requirement 570
R000571,Customer_Requirement_571,20,c571,Customer requirement 571
R000572,Customer_Requirement_572,4,c572,Customer requirement 572
R000573,Customer_Requirement_573,9,c573,Customer requirement 573
R000574,Customer_Requirement_574,7,c574,Customer requirement 574
R000575,Customer_Requirement_575,9,c575,Customer requirement 575
R000576,Customer_Requirement_576,12,c576,Customer requirement 576
R000577,Customer_Requirement_577,13,c577,Customer requirement 577
R000578,Customer_Requirement_578,7,c578,Customer requirement 578
R000579,Customer_Requirement_579,-8,c579,Customer requirement 579
R000580,Customer_Requirement_580,-8,c580,Customer requirement 580
R000581,Customer_Requirement_581,15,c581,Customer requirement 581
R000582,Customer_Requirement_582,9,c582,Customer requirement 582
R000583,Customer_Requirement_583,7,c583,Customer requirement 583
R000584,Customer_Requirement_584,14,c584,Customer requirement 584
R000585,Customer_Requirement_585,9,c585,Customer requirement 585
R000586,Customer_Requirement_586,-9,c586,Customer requirement 586
R000587,Customer_Requirement_587,4,c587,Customer requirement 587
R000588,Customer_Requirement_588,10,c588,Customer requirement 588
R000589,Customer_Requirement_589,20,c589,Customer requirement 589
R000590,Customer_Requirement_590,20,c590,Customer requirement 590
R000591,Customer_Requirement_591,6,c591,Customer requirement 591
R000592,Customer_Requirement_592,2,c592,Customer requirement 592
R000593,Customer_Requirement_593,23,c593,Customer requirement 593
R000594,Customer_Requirement_594,-7,c594,Customer requirement 594
R000595,Customer_Requirement_595,-5,c595,Customer requirement 595
R000596,Customer_Requirement_596,20,c596,Customer requirement 596
R000597,Customer_Requirement_597,-6,c597,Customer requirement 597
R000598,Customer_Requirement_598,11,c598,Customer requirement 598
R000599,Customer_Requirement_599,-1,c599,Customer requirement 599
R000600,Customer_Requirement_600,8,c600,Customer requirement 600
R000601,Customer_Requirement_601,8,c601,Customer requirement 601
R000602,Customer_Requirement_602,9,c602,Customer requirement 602
R000603,Customer_Requirement_603,11,c603,Customer requirement 603
R000604,Customer_Requirement_604,-10,c604,Customer requirement 604
R000605,Customer_Requirement_605,-10,c605,Customer requirement 605
R000606,Customer_Requirement_606,12,c606,Customer requirement 606
R000607,Customer_Requirement_607,11,c607,Customer requirement 607
R000608,Customer_Requirement_608,8,c608,Customer requirement 608
R000609,Customer_Requirement_609,5,c609,Customer requirement 609
R000610,Customer_Requirement_610,-7,c610,Customer requirement 610
R000611,Customer_Requirement_611,13,c611,Customer requirement 611
R000612,Customer_Requirement_612,9,c612,Customer requirement 612
R000613,Customer_Requirement_613,-2,c613,Customer requirement 613
R000614,Customer_Requirement_614,21,c614,Customer requirement 614
R000615,Customer_Requirement_615,10,c615,Customer requirement 615
R000616,Customer_Requirement_616,1,c616,Customer requirement 616
R000617,Customer_Requirement_617,-8,c617,Customer requirement 617
R000618,Customer_Requirement_618,4,c618,Customer requirement 618
R000619,Customer_Requirement_619,16,c619,Customer requirement 619
R000620,Customer_Requirement_620,19,c620,Customer requirement 620
R000621,Customer_Requirement_621,4,c621,Customer requirement 621
R000622,Customer_Requirement_622,8,c622,Customer requirement 622
R000623,Customer_Requirement_623,12,c623,Customer requirement 623
R000624,Customer_Requirement_624,6,c624,Customer requirement 624
R000625,Customer_Requirement_625,-7,c625,Customer requirement 625
R000626,Customer_Requirement_626,11,c626,Customer requirement 626
R000627,Customer_Requirement_627,7,c627,Customer requirement 627
R000628,Customer_Requirement_628,-3,c628,Customer requirement 628
R000629,Customer_Requirement_629,12,c629,Customer requirement 629
R000630,Customer_Requirement_630,7,c630,Customer requirement 630
R000631,Customer_Requirement_631,7,c631,Customer requirement 631
R000632,Customer_Requirement_632,23,c632,Customer requirement 632
R000633,Customer_Requirement_633,6,c633,Customer requirement 633
R000634,Customer_Requirement_634,12,c634,Customer requirement 634
R000635,Customer_Requirement_635,13,c635,Customer requirement 635
R000636,Customer_Requirement_636,7,c636,Customer requirement 636
R000637,Customer_Requirement_637,13,c637,Customer requirement 637
R000638,Customer_Requirement_638,9,c638,Customer requirement 638
R000639,Customer_Requirement_639,7,c639,Customer requirement 639
R000640,Customer_Requirement_640,13,c640,Customer requirement 640
R000641,Customer_Requirement_641,13,c641,Customer requirement 641
R000642,Customer_Requirement_642,7,c642,Customer requirement 642
R000643,Customer_Requirement_643,24,c643,Customer requirement 643
R000644,Customer_Requirement_644,1,c644,Customer requirement 644
R000645,Customer_Requirement_645,21,c645,Customer requirement 645
R000646,Customer_Requirement_646,9,c646,Customer requirement 646
R000647,Customer_Requirement_647,13,c647,Customer requirement 647
R000648,Customer_Requirement_648,0,c648,Customer requirement 648
R000649,Customer_Requirement_649,13,c649,Customer requirement 649
R000650,Customer_Requirement_650,7,c650,Customer requirement 650
R000651,Customer_Requirement_651,9,c651,Customer requirement 651
R000652,Customer_Requirement_652,0,c652,Customer requirement 652
R000653,Customer_Requirement_653,-4,c653,Customer requirement 653
R000654,Customer_Requirement_654,6,c654,Customer requirement 654
R000655,Customer_Requirement_655,17,c655,Customer requirement 655
R000656,Customer_Requirement_656,21,c656,Customer requirement 656
R000657,Customer_Requirement_657,9,c657,Customer requirement 657
R000658,Customer_Requirement_658,6,c658,Customer requirement 658
R000659,Customer_Requirement_659,8,c659,Customer requirement 659
R000660,Customer_Requirement_660,3,c660,Customer requirement 660
R000661,Customer_Requirement_661,13,c661,Customer requirement 661
R000662,Customer_Requirement_662,9,c662,Customer requirement 662
R000663,Customer_Requirement_663,-10,c663,Customer requirement 663
R000664,Customer_Requirement_664,-4,c664,Customer requirement 664
R000665,Customer_Requirement_665,-3,c665,Customer requirement 665
R000666,Customer_Requirement_666,19,c666,Customer requirement 666
R000667,Customer_Requirement_667,6,c667,Customer requirement 667
R000668,Customer_Requirement_668,15,c668,Customer requirement 668
R000669,Customer_Requirement_669,9,c669,Customer requirement 669
R000670,Customer_Requirement_670,11,c670,Customer requirement 670
R000671,Customer_Requirement_671,10,c671,Customer requirement 671
R000672,Customer_Requirement_672,5,c672,Customer requirement 672
R000673,Customer_Requirement_673,22,c673,Customer requirement 673
R000674,Customer_Requirement_674,13,c674,Customer requirement 674
R000675,Customer_Requirement_675,10,c675,Customer requirement 675
R000676,Customer_Requirement_676,5,c676,Customer requirement 676
R000677,Customer_Requirement_677,8,c677,Customer requirement 677
R000678,Customer_Requirement_678,13,c678,Customer requirement 678
R000679,Customer_Requirement_679,10,c679,Customer requirement 679
R000680,Customer_Requirement_680,15,c680,Customer requirement 680
R000681,Customer_Requirement_681,3,c681,Customer requirement 681
R000682,Customer_Requirement_682,4,c682,Customer requirement 682
R000683,Customer_Requirement_683,10,c683,Customer requirement 683
R000684,Customer_Requirement_684,12,c684,Customer requirement 684
R000685,Customer_Requirement_685,8,c685,Customer requirement 685
R000686,Customer_Requirement_686,12,c686,Customer requirement 686
R000687,Customer_Requirement_687,4,c687,Customer requirement 687
R000688,Customer_Requirement_688,11,c688,Customer requirement 688
R000689,Customer_Requirement_689,12,c689,Customer requirement 689
R000690,Customer_Requirement_690,9,c690,Customer requirement 690
